w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	w64	w65	w66	w67	w68	w69	w70	w71	w72	w73	w74	w75	w76	w77	w78	w79	w80	w81	w82	w83	w84	w85	w86	w87	w88	w89	w90	w91	w92	w93	w94	w95	w96	w97	w98	w99	w100	w0
4.270349634430834	-5.806072264301002	7.301605110282854	2.412097673380894	2.6294892341900074	-3.298144338414967	0.41589384957701436	0.507501638255661	-1.6695286159642169	4.622700120465683	3.348877471297921	3.8570598620299603	-7.055911411448133	0.6040116797267433	-4.008211109430184	8.252650905929036	-7.008207678510872	-0.14149683720889394	-6.635150766342073	8.658741354449793	-2.4456285013172416	-4.344356505098984	4.19483830893298	-7.087175767091343	-2.8531575279968266	2.6794775843109235	-7.49127413002096	-1.2705503536687175	-0.9734113874445807	4.104707687687356	-2.6063615932939657	6.173185702642294	6.43421637986992	3.489506994888628	2.115753967064388	-0.5298088494049847	0.48844528809527527	-2.7928971281937827	-2.757956912143237	3.516776048253404	7.195303576619993	8.284912749396597	-8.153620125454477	-2.6277250709457953	-2.2004352883174074	-9.109192859817	6.688445629670332	-5.0998661867718	-1.1688333431306825	-9.908290285115427	-6.948621524298443	-8.017063179740475	4.3893845077270655	4.625088642505278	-3.118006826491219	-5.873505737753192	-7.946767721525223	-7.511726533644237	-5.3494987871424104	-4.08097976530424	7.3097247542191255	-5.374927913561031	1.7526338000006239	5.414032751868535	-3.478537528372742	7.074261370859084	-8.688821839695187	4.433581762245457	2.2349750951391023	-3.276221620390831	-8.361336372978087	6.385507453366977	9.0226830421181	8.708355685899852	5.49678566551081	8.066843005611021	9.324539255390237	5.441321176020262	-6.250477517797535	-8.515180263733248	9.725206899630926	9.713009138210458	-6.766342849996825	-2.2358485898804514	-8.789038506466081	3.802539412724049	4.484330467267307	-7.203713624724796	-4.082741943562143	7.303478901571184	-0.8829188899265872	7.3464021405340345	-4.786883960789392	-5.504744703058091	-0.36563888166867253	6.469572806170419	1.6494545495648938	7.523970589732808	-2.590456941674585	-8.84603300887245	0.31378757879390334
