w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	w64	w65	w66	w67	w68	w69	w70	w71	w72	w73	w74	w75	w76	w77	w78	w79	w80	w81	w82	w83	w84	w85	w86	w87	w88	w89	w90	w91	w92	w93	w94	w95	w96	w97	w98	w99	w100	w0
-0.7680716658306574	-0.01570967081599458	0.3666039119176684	-0.04105889840801608	-0.3344691243206444	-0.3351019612368033	-0.3405344748281316	0.10622420730747946	-0.29311313884047285	0.040822591679899635	0.1498624907009244	0.09728339617599902	-0.19133951092990878	-0.5177131051925076	-0.36427480599859163	-0.0020906041205672994	-1.0304447257559874	-0.04582853795075444	0.18524957019814928	0.024997459843444526	-0.10063842352993466	-0.3360865647775918	-0.13585342499008912	-0.6738039379566885	-0.11785678869544086	-0.4928147367975973	-0.016468079526001392	-0.29050805818195075	-0.3017806478724605	0.3942160305527016	-0.6526460274024642	-0.11483116185998078	-0.43417397068730057	0.19467987316925695	-0.08730081889283407	0.24259360467664187	0.02387447127631241	-0.34400379678383	0.3793919360081415	-0.14736837332895225	-0.3226419072144372	0.3029390428972536	-0.36005659217583463	-0.1968540321896789	-0.16024873577262136	-0.5756131939107122	0.4197672699435066	-0.28649144668337106	-0.39388808373400697	-0.19743184555422905	0.2522809589694766	-0.1630066777473676	0.31019384217587764	-0.17767990031358508	0.026039895265531198	-0.0253423658619493	-0.3201185798003744	0.30511156470422685	-0.13159397630138792	0.3183527124798621	0.3696746096855617	0.5386347840906025	-0.02119037593572153	0.38916450997653645	-0.011206809259111997	-0.02225399506897526	-0.13230490178712462	0.8212243235423072	0.3966418578940525	0.40692953748007044	-0.3140478030456199	-0.021916746241448404	0.26954783679659744	-0.18877663128198785	-0.2438039861635038	0.025331775657032478	0.034878966710642105	-0.018998526041949036	-0.07645913970985628	-0.5204858687795583	1.0574577138270087	0.6736065742198377	0.013693366885023518	-0.33687308689605155	-0.09140967255653626	0.7267389865785568	0.5406696338356425	0.15118670963545866	0.18456964673381754	0.17822922318478868	0.5850827139557302	0.7709921772433196	-0.6000362045096284	0.13610996740125966	0.1960550593834377	-0.043828531341059754	-0.14977769656104367	0.14563252074767521	-0.18445819087278573	-0.7644084174886961	0.04058809267126166
